Set	Num	Name	Rarity	Type	House	Traits	Æ	Power	Armor	Abilities	Flavor	Artist	Image	Complete	In Decks
CotA	108	Dimension Door	U	Action	Logos		0			Play: For the remainder of the turn, any [Æ] you would gain from reaping is stolen from your opponent instead.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/476943066708574218/20180808_201324.jpg	0	9
CotA	109	Effervescent Principle	C	Action	Logos		0			Play: Each player loses half of their [Æ] (rounding down the loss).  Gain 1 chain.		Gong Studios	https://images-cdn.fantasyflightgames.com/filer_public/92/20/9220e0fb-7a1f-4c36-8f73-ed91a39f9ca8/kf01_effervescent-principle.png	0	29
CotA	110	Foggify	C	Action	Logos		1			Play: Your opponent cannot use creatures to fight on their next turn.		Gabriel Rubio	https://cdn.discordapp.com/attachments/475148937754312719/475154939904262144/image.jpg	0	28
CotA	111	Help From Future Self	S	Action	Logos		1			Play: Search your deck and discard pile for a Timetraveller, reveal it, and put it into your hand. Shuffle your discard pile into your deck.		Gizelle Karen Baluso	http://aembertree.com/cards/core-111.jpg	0	1
CotA	112	Interdimensional Graft	U	Action	Logos		1			Play: If an opponent forges a key on their next turn, they must giveyou their remaning [Æ].		Konstantin Turovec	https://i.imgur.com/lTtazVM.jpg	0	13
CotA	113	Knowledge is Power	R	Action	Logos		0			Play: Choose one.  Archive a card, or, for each archived card you have, gain 1[Æ].			https://cdn.discordapp.com/attachments/475148937754312719/481151728180264961/Knowledge_is_Power.jpg	0.1	4
CotA	114	Labwork	C	Action	Logos		1			Play: Archive a card.	Attention to detail is the key to all progress.	Hans Krill	https://cdn.discordapp.com/attachments/475148937754312719/475154939904262144/image.jpg	0	26
CotA	115	Library Access	C	Action	Logos		0			Play: For the remainder of the turn, each time you play another card, draw a card.		Atha Kanaani	https://cdn.discordapp.com/attachments/475148937754312719/475154939904262144/image.jpg	0	29
CotA	116	Neuro Syphon	U	Action	Logos		1			Play: If your opponent has more [Æ] than you, steal 1[Æ] and draw a card.		Limetown Studios	https://cdn.discordapp.com/attachments/475148937754312719/475154939904262144/image.jpg	0	15
CotA	117	Phase Shift	C	Action	Logos		0			Play: You may play one non-Logos card this turn.		Konstantin Turovec	https://i.imgur.com/b65qdhV.jpg	0	33
CotA	118	Positron Bolt	U	Action	Logos		1			Play: Deal 3[D] to a flank creature.  Deal 2[D] to it's neighbor.  Deal 1[D] to the second creature's other neighbor.		Pedro Duta	http://aembertree.com/cards/core-118.jpg	0	13
CotA	119	Random Access Archives	R	Action	Logos		1			Play: Archive the top card of your deck.	"3.14159, Niffles, Monosodium Glutamate..."	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/480501315512827905/Random_Access_Archives.png	0	3
CotA	120	Remote Access	U	Action	Logos		1			Play: Use an opponent's artifact as if it were yours.		Michele Giorgi	https://cdn.discordapp.com/attachments/475148937754312719/475154939904262144/image.jpg	0	17
CotA	121	Reverse Time	R	Action	Logos		1			Play: Swap you deck and your discard pile.  Then, shuffle your deck.	...time back turn could I if	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/479483002821279744/DSC_0226.jpg	0	5
CotA	122	Scrambler Storm	U	Action	Logos		1			Play: Your opponent cannot play actions on their next turn		Jessada Sutthi	https://drive.google.com/file/d/1HxaRxnhwTdL3GUbCb8BaPDEANvwqzaTe/view?usp=drivesdk	0	9
CotA	123	Sloppy Labwork	U	Action	Logos		1			Play: Archive a card. Discard a card	Don't fret the details.  Progress happens when you least expect it.	Hans Krill	https://drive.google.com/file/d/1HxaRxnhwTdL3GUbCb8BaPDEANvwqzaTe/view?usp=drivesdk	0	12
CotA	124	Twin Bolt Emission	C	Action	Logos		1			Play: Deal 2[D] to a creature, and deal 2[D] to a different creature		Michele Giorgi	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	35
CotA	125	Wild Wormhole	C	Action	Logos		1			Play: Play the top card of your deck	"But if we ever do recover the dataprobe, think of what we will learn!"	Ivan Tao	https://images-cdn.fantasyflightgames.com/filer_public/03/11/03114eaf-9a88-48d4-bb39-c862692070c1/kf01_wild-wormhole.png	0	42
CotA	126	Anomaly Exploiter	U	Artifact	Logos	Item	0			Action:  Destroy a damaged creature.		Gong Studios	https://i.imgur.com/xyZIQFV.jpg	0	10
CotA	127	Chaos Portal	R	Artifact	Logos	Location	0			Action: Choose a house. Reveal the top card of your deck. If it is of that house, play it.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/483036319698911257/40104465_10106056136864998_1454870036366753792_o.jpg	0	1
CotA	128	Crazy Killing Machine	R	Artifact	Logos	Weapon	0			Action: Discard the top card of each player's deck. For each of those cards, destroy a creature or artifact of that card's house, if able. If 2 cards are not destroyed as a result of this, destroy Crazy Killing Machine		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/482181484057198592/IMG_20180823_093605.jpg	0	2
CotA	129	Library of Babble	C	Artifact	Logos	Location	0			Action: Draw a card	When you make an archive of all knowledge in the galaxy, don't be suprised when you understand almost none of it.	BalanceSheet	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	31
CotA	130	Mobius Scroll	R	Artifact	Logos	Item	0			Action: Archive the Mobius Scroll and up to 2 cards in your hand.	Once upon a time there was a scroll that began:  Once upon a time ...	Gong Studios	http://aembertree.com/cards/core-130.jpg	0	5
CotA	131	Pocket Universe	R	Artifact	Logos	Item	0			You may spend [Æ] from Pocket Universe when forging keys. Action: Move 1[Æ] from your pool to Pocket Universe.		Atha Kanaani	https://cdn.discordapp.com/attachments/475148937754312719/480582181303877632/20180818_234054.jpg	0	3
CotA	132	Spangler Box	R	Artifact	Logos	Item	0			Action: Purge a creature in play. If you do, your opponent gains control of Spangler Box. If Spangler Box leaves play, return to play all cards purged by Spangler Box.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	2
CotA	133	Spectral Tunneler	U	Artifact	Logos	Item	1			Action: Choose a creature.  For the remainder of the turn, that creature is considered a flank creature and gains, "Reap:  Draw a card."		Angelica Alieva	https://cdn.discordapp.com/attachments/475148937754312719/477540503555145728/20180810_141428.jpg	0	7
CotA	134	Strange Gizmo	R	Artifact	Logos	Item	1			After you forge a key, destroy each creature and artifact.	"Why did we make this again?"			0.2	1
CotA	135	The Howling Pit	R	Artifact	Logos	Location	1			During their "draw cards" step, each player refils their hand to 1 additional card.		BalanceSheet	https://www.facebook.com/photo.php?fbid=10214982458847791&set=oa.505644606563646&type=3&theater	0	1
CotA	136	Batdrone	C	Creature	Logos	Robot	0	2	~	Skirmish. (When you use this creature to fight, it is dealt no damage in return.) Fight: Steal 1[Æ].	The worst part is the singing.	David Auden Nash	https://www.facebook.com/photo.php?fbid=674897136203486&set=oa.505644606563646&type=3&theater	0	41
CotA	137	Brain Eater	U	Creature	Logos	Cyborg * Beast	0	6	~	After a creature is destroyed fighting Brain Eater, draw a card.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/483664128712376341/137_Brain_Eater.png	0	13
CotA	138	Dextre	C	Creature	Logos	Human * Scientist	0	3	~	Play: Capture 1[Æ]. Destroyed: Put Dextre on top of your deck.		Nasrul Hakim	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	33
CotA	139	Doc Bookton	C	Creature	Logos	Human * Scientist	0	5	~	Reap: Draw a card.	"Don't worry, Momo.  We'll have this quantum death ray installed in no time."	Gong Studios	https://www.facebook.com/photo.php?fbid=674897136203486&set=oa.505644606563646&type=3&theater	0	27
CotA	140	Dr. Escotera	C	Creature	Logos	Cyborg * Scientist	0	4	~	Play: Gain 1[Æ] for each forged key your opponent has.	"Interesting reaction, but what does it mean?"	Bogdan Tauciuc	https://cdn.discordapp.com/attachments/475148937754312719/475154939904262144/image.jpg	0	34
CotA	141	Dysania	R	Creature	Logos	Mutant	0	4	~	Play:  Your opponent discards each of their archived cards.  You gain 1[Æ] for each card discarded this way.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/477165549462355990/image.jpg	0	3
CotA	142	Ganymede Archivist	C	Creature	Logos	Human * Scientist	0	3	~	Reap: Archive a card.	"They offered to let my crew stay with them.  I politely declined."  -- Captain Val Jericho	Matt Zeilinger	https://pbs.twimg.com/media/DlhL969X0AAkAfH.jpg	0	32
CotA	143	Harland Mindlock	R	Creature	Logos	Cyborg * Scientist	0	1	~	Play: Take control of an enemy flank creature until Harland Mindlock leaves play.		Bogdan Tauciuc	https://cdn.discordapp.com/attachments/475148937754312719/478303250597019649/image.jpg	0	2
CotA	144	Quixo the "Adventurer"	C	Creature	Logos	Human * Scientist	0	3	~	Skirmish.  (When you use this creature to fight, it is dealt no damage in return.) Fight: Draw a card.	"...I'll leave this part out of the memoir."	David Auden Nash	https://www.facebook.com/photo.php?fbid=1651196988324823&set=oa.505644606563646&type=3&theater	0	36
CotA	145	Mother	C	Creature	Logos	Robot * Scientist	0	5	~	During your "draw cards" step, refill your hand to 1 additional card.	"Of course she's necessary, she's the mother of all invention!"	JB Casacop	https://www.facebook.com/photo.php?fbid=1651197098324812&set=oa.505644606563646&type=3&theater	0	38
CotA	146	Neutron Shark	R	Creature	Logos	Beast * Mutant	0	1	~	Play/Fight/Reap:  Destroy an enemy creature or artifact and a friendly creature or artifact.  Discard the top card of your deck.  If that card is not a Logos card, trigger this effect again.		Jon Bosco	https://cdn.discordapp.com/attachments/475148937754312719/477113714915541001/image.jpg	0	1
CotA	147	Novu Archaeologist	U	Creature	Logos	Cyborg * Scientist	0	4	~	Action: Archive a card from your discard pile.	"One civilaztion's trash is ... nope, still trash."	Jorge Ramos	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	7
CotA	148	Ozmo, Martianologist	R	Creature	Logos	Human * Scientist	0	2	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Fight/Reap:  Heal 3 damage from a Mars creature or stun a Mars creature.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/477113761665122325/image.jpg	0	5
CotA	149	Psychic Bug	R	Creature	Logos	Cyborg * Insect	1	2	~	Play/Reap: Look at your opponent's hand.	"I'd make more, but I descovered lesser minds aren't worth reading." -- Biologician Moreau	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/479365178161364995/20180815_150505.jpg	0	2
CotA	150	Replicator	R	Creature	Logos	Mutant	0	2	~	Reap: Trigger the Reap effect of another creature in play as if you controlled that creature. (That creature does not exhaust.)		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	1
CotA	151	Research Smoko	U	Creature	Logos	Mutant	0	2	~	Destroyed:  Archive the top card of your deck.		Gong Studios	https://i.imgur.com/3nvoJAB.jpg	0	17
CotA	152	Skippy Timehog	R	Creature	Logos	Mutant	0	1	~	Play: Your opponent cannot use any cards next turn.  (Cards can still be played and discarded.)				0.3	1
CotA	153	Timetraveller	R	Creature	Logos	Human * Scientist	1	2	~	Play: Draw 2 cards. Action: Shuffle Timetraveller into your deck.		Gizelle Karen Baluso	https://www.facebook.com/photo.php?fbid=674897429536790&set=oa.505644606563646&type=3&theater	0	1
CotA	154	Titan Mechanic	C	Creature	Logos	Cyborg * Scientist	0	6	~	While Titan Mechanic is on a flank, each key costs -1[Æ].	If they come, they will build it.	Grigory Serov	https://cdn.discordapp.com/attachments/475148937754312719/475154939904262144/image.jpg	0	33
CotA	155	Vespilon Theorist	R	Creature	Logos	Cyborg * Scientist	0	2	~	Elusive.  (The first time this creature is attacked each turn, no damage is dealt.) Reap: Choose a house.  Reveal the top card of your deck.  If it is of that house, archive it and gain 1[Æ].  Otherwise, discard it.		Ameen Naksewee	https://www.facebook.com/photo.php?fbid=310146182891272&set=g.504551263339647&type=1&theater&ifg=1	0	5
CotA	156	Veylan Analyst	U	Creature	Logos	Cyborg * Scientist	0	2	~	Each time you use an artifact, gain 1 [Æ].	Logos are divided into two camps: Theorists and Mechanists. Each believes themselves to be superior to the other.	Matt Zeilinger	https://cdn.discordapp.com/attachments/475148937754312719/482339875123625994/39960778_2179636255412325_7211724636625567744_n.png	0	8
CotA	157	Experimental Therapy	U	Upgrade	Logos		0			This creature belongs to all houses. Play:  Stun and exhaust this creature.	"This is for our research, so be honest.  How do you feel?"	Gong Studios	https://i.imgur.com/ADxiKUo.jpg	0	10
CotA	158	Rocket Boots	U	Upgrade	Logos		0			This creature gains, "Fight/Reap: If this is the first time this creature was used this turn, ready it."	"Wheeeee!"	Nasrul Hakim	https://cdn.discordapp.com/attachments/475148937754312719/477113671273807872/image.jpg	0	7
CotA	159	Transposition Sandals	R	Upgrade	Logos		1			This creature gains, "Action: Swap this creature with another friendly creature in the battleline.  You may use that other creature this turn."		Atha Kanaani	https://cdn.discordapp.com/attachments/475148937754312719/483669332153466890/FB_IMG_1535386144579.jpg	0	2
CotA	160	Ammonia Clouds	C	Action	Mars		0			Play: Deal 3[D] to each creature.	Partly cloudy with a chance of acid rain.	BalanceSheet	https://cdn.discordapp.com/attachments/475148937754312719/479409878016983040/20180815_145643.jpg	0	26
CotA	161	Battle Fleet	U	Action	Mars		1			Play: Reveal any number of Mars cards from your hand.  For each card revealed this way, draw 1 card.		BalanceSheet	https://cdn.discordapp.com/attachments/474540817411997697/477168964133453870/image.jpg	0	11
CotA	162	Deep Probe	U	Action	Mars		1			Play: Choose a house.  Reveal your opponent's hand.  Discard each creature of that house revealed this way.		Grigory Serov	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	8
CotA	163	EMP Blast	U	Action	Mars		1			Play: Each Mars creature and each Robot creature is stunned. Each artifact is destroyed.		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/484894258722111488/image0.jpg	0	12
CotA	164	Hypnotic Command	R	Action	Mars		1			Play: For each friendly Mars creature, choose an enemy creature to capture 1[Æ] from their own side.		Andrew Bosley	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	4
CotA	165	Irradiated Æmber	R	Action	Mars		1			Play: If your oppponent has 6[Æ] or more, deal 3[D] to each enemy creature.	"The poisned Mars.  We must not let them do the same here." -- Eldest Bear	Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/477738295925669908/unknown.png	0	3
CotA	166	Key Abduction	U	Action	Mars		1			Play: Return each Mars creature to it's owner's hand.  Then, you may forge a key at +9[Æ] current cost, reduced bt 1[Æ] for each card in your hand.		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	9
CotA	167	Martian Hounds	R	Action	Mars		0			Play: Choose a creature. For each damaged creature, give the chosen creature two +1 power counters	Who let the... dogs?... out?	Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/481594179701702656/Martian_Hounds.jpg	0	1
CotA	168	Martians Make Bad Allies	R	Action	Mars		0			Play: Reveal your hand.  Purge each revealed non-Mars creature and gain 1[Æ] for each card purged this way.		Gong Studios	https://www.facebook.com/photo.php?fbid=285307938748791&set=p.285307938748791&type=3&theater	0	1
CotA	169	Mass Abduction	R	Action	Mars		1			Play: Put up to 3 damaged enemy creatures into your archives.  If any of these creatures leave your archives, they are put into their owner's hand instead.		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	7
CotA	170	Mating Season	R	Action	Mars		1			Play: Shuffle each Mars creature into its owner's deck.  Each player gains 1[Æ] for each creature shuffled into their deck this way 		Atha Kanaani	https://cdn.discordapp.com/attachments/475148937754312719/482571468299829259/40015791_10156275196996293_6091696018796052480_n.jpg	0	2
CotA	171	Mothership Support	U	Action	Mars		1			Play:  For each friendly ready Mars creature, deal 2[D] to a creature. (You may choose a different creature each time.)		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/477165580869304351/image.jpg	0	10
CotA	172	Orbital Bombardment	U	Action	Mars		1			Play: Reveal any number of Mars cards from your hand.  For each card revealed this way deal 2[D] to a creature. (You may choose a different creature each time.)		Ameen Naksewee	https://www.facebook.com/photo.php?fbid=10155530514291875&set=p.10155530514291875&type=3&theater&ifg=1	0	14
CotA	173	Phosphorus Stars	C	Action	Mars		0			Play: Stun each non-Mars creature. Gain 2 chains.	"Martians love da smell of dis spice, but it remins me of Old Bruno's feet." -- Dodger	Gabriel Rubio	https://cdn.discordapp.com/attachments/475148937754312719/479409811977404436/20180815_145657.jpg	0	25
CotA	174	Psychic Network	U	Action	Mars		0			Play: Steal 1[Æ] for each friendly ready Mars creature.		Limetown Studios	https://cdn.discordapp.com/attachments/475148937754312719/480121331086524426/39442382_1866501083428902_5752247191271899136_n.jpg	0	7
CotA	175	Sample Collection	U	Action	Mars		0			Play: Put an enemy creature into your archives for each key your opponent has forged. If any of these creatures leave your archives, they are put into their owner's hand instead		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/483059334851461143/IMG_20180825_164210948_HDR.jpg	0	11
CotA	176	Shatter Storm	R	Action	Mars		0			Play: Lose all your [AE]. Then, your opponent loses triple the amount of [AE] you lost this way.	It's working!	Andrew Bosley		0.1	1
CotA	177	Soft Landing	C	Action	Mars		0			Play: The next creature or artifact you play this turn enters play ready.	Any landing you walk away from...	Randall Mackey	https://cdn.discordapp.com/attachments/475148937754312719/479409751302733827/20180815_145710.jpg	0	28
CotA	178	Squawker	C	Action	Mars		1			Play: Ready a Mars creature or stun a non-Mars creature		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/479409691299151872/20180815_145725.jpg	0	28
CotA	179	Total Recall	R	Action	Mars		1			Play: For each friendly ready creature, gain 1[Æ]. Return each friendly creature to your hand.		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/488775744827162627/DSC_0077.jpg	0	3
CotA	180	Combat Pheromones	U	Artifact	Mars	Item	1			Omni:  Sacrifice Combat Pheromones.  You may use up to 2 other Mars cards this turn.	"Don't worry, this will only sting a lot."	Regis Torres	https://cdn.discordapp.com/attachments/475148937754312719/477165607385825310/image.jpg	0	8
CotA	181	Commpod	R	Artifact	Mars	Item	0			Action: Reveal any number of Mars cards from your hand.  For each card revealed this way, you may ready one creature.		Grigory Serov	https://www.facebook.com/photo.php?fbid=10155530514901875&set=p.10155530514901875&type=3&theater&ifg=1	0	0
CotA	182	Crystal Hive	U	Artifact	Mars	Location	0			Action: For the remainder of the turn, gain 1[Æ] each time a creature reaps.	Behold the glory of Nova Hellas!	Randall Mackey	https://cdn.discordapp.com/attachments/475148937754312719/479409579000856607/20180815_145736.jpg	0	11
CotA	183	Custom Virus	R	Artifact	Mars	Weapon	1			Omni: Sacrifice Custom Virus.  Purge a creature from your hand.  Destroy each creature that shares a trait with the purged creature.		Regis Torres	https://cdn.discordapp.com/attachments/475148937754312719/483673288602681344/FB_IMG_1535387089573.jpg	0	2
CotA	184	Feeding Pit	R	Artifact	Mars	Location	0			Action: Discard a creature from your hand.  If you do, gain 1[Æ].		Kristen Pauline	https://cdn.discordapp.com/attachments/475148937754312719/476141006430142484/38531448_1657223367722185_4417781379022979072_o.jpg	0	5
CotA	185	Invasion Portal	R	Artifact	Mars	Location	0			Action: Discard cards from the top of your deck until you discard a Mars creature or run out of cards.  If you discard a Mars creature this way, put it into your hand.		Caravan Studio	https://www.facebook.com/photo.php?fbid=310146136224610&set=g.504551263339647&type=1&theater&ifg=1	0	3
CotA	186	Incubation Chamber	R	Artifact	Mars	Location	0			Omni: Reveal a Mars creature from your hand. If you do, archive it.	Most Martians on the Crucible came out of one of these tanks.	BalanceSheet	https://cdn.discordapp.com/attachments/475148937754312719/481594160990650368/Incubation_Chamber.jpg	0	4
CotA	187	Mothergun	C	Artifact	Mars	Weapon	0			Action: Reveal any number of Mars cards from your hand.  Deal damage to a creature equal to the number of cards revealed this way		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/483059403008770048/IMG_20180825_164229232_HDR.jpg	0	30
CotA	188	Sniffer	R	Artifact	Mars	Ally	1			Action: For the remainder of the turn, each creature loses elusive.	Even the Martians' pets have a bone to pick with other life forms on the Crucible.	Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/483671320656085002/FB_IMG_1535386215103.jpg	0	2
CotA	189	Swap Widget	R	Artifact	Mars	Item	0			Action: Return a ready friendly Mars creature to your hand.  If you do, put a Mars creature with a different name from your hand into play, then ready it.		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/479370240912916525/20180815_152211.jpg	0	1
CotA	190	Blypyp	U	Creature	Mars	Martian * Scientist	0	2	~	Reap: The next Mars creature you play this turn enters play ready	"Soooon..."	Maria Poliakova	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	12
CotA	191	Chuff Ape	R	Creature	Mars	Beast	0	11	~	Taunt. (This creature;s neighbors cannot be attacked unless they have taunt.) Chuff Ape enters play stunned. Fight/Reap: You may sacrifice another friendly creature.  If you do, fully heal Chuff Ape.		Timur Shevtsov	https://www.facebook.com/photo.php?fbid=10156257725296293&set=p.10156257725296293&type=3&theater&ifg=1	0	4
CotA	192	Ether Spider	U	Creature	Mars	Beast	0	7	~	Ether Spider deals no damage when fighting. Each [Æ] which would be added to your opponent's pool is captured by Ether Spider instead.		Randall Mackey	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	10
CotA	193	Grabber Jammer	C	Creature	Mars	Robot	0	4	1	Your opponent's keys cost +1[Æ]. Fight/Reap: Capture 1[Æ].	"Mine!"	Regis Torres	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	19
CotA	194	Grommid	R	Creature	Mars	Beast	0	10	~	You cannot play creatures. After an enemy creature is destroyed fighting Grommid, your opponent loses 1[Æ].		Gong Studios	https://cdn.discordapp.com/attachments/475148937754312719/476822839966564355/Screen_Shot_2018-08-08_at_2.43.31_PM.png	0	3
CotA	195	"John Smyth"	C	Creature	Mars	Agent * Martian	0	2	~	Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Fight/Reap: Ready a non-Agent Mars creature.		Timur Shevtsov	https://cdn.discordapp.com/attachments/475148937754312719/483059365826265090/IMG_20180825_164220361_HDR.jpg	0	31
CotA	196	Mindwarper	C	Creature	Mars	Martian * Scientist	0	2	~	Elusive.  (The first time this creature is attacked each turn, no damage is dealt). Action: Choose an enemy creature.  It captures 1[Æ] from it's own side.		Timur Shevtsov	https://www.facebook.com/photo.php?fbid=310146136224610&set=g.504551263339647&type=1&theater&ifg=1	0	30
CotA	197	Phylyx the Disintegrator	R	Creature	Mars	Martian * Soldier	0	1	~	Elusive.  (The first time this creature is attacked each turn, no damage is dealt.) Action: Your opponent loses 1[Æ] for each other friendly Mars creature		David Auden Nash	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	5
CotA	198	Qyxxlyx Plague Master	R	Creature	Mars	Martian * Scientist	0	3	~	Reap/Fight: Deal 3[D] to each human creature. This damage can not be prevented by armor.		Matthew Mizak	https://cdn.discordapp.com/attachments/475148937754312719/486981492950564875/FB_IMG_1536175820364.jpg	0	0
CotA	199	Tunk	C	Creature	Mars	Robot	0	6	1	After you play another Mars creature, fully heal Tunk	"Who's driving?" "I thought you were." "Let's... not thell the Elders."	Nicola Saviori	https://cdn.discordapp.com/attachments/475148937754312719/476135179744968705/image.jpg	0	29
CotA	200	Ulyq Megamouth	C	Creature	Mars	Martian * Scientist	0	3	~	Fight/Reap: Use a friendly non-Mars creature.	"GLORY BE TO MARS!"	Grigory Serov	https://cdn.discordapp.com/attachments/475148937754312719/479409506376351775/20180815_145753.jpg	0	23
CotA	201	Uxlyx the Zookeeper	U	Creature	Mars	Martian * Scientist	0	2	~	Elusive.  (The first time this creature is attacked each turn, no damage is dealt). Reap: Put an enemy creature into your archives.  If that creature leaves your archives, it is put into it's owner's hand instead.		Nasrul Hakim	https://cdn.discordapp.com/attachments/475148937754312719/477738651862827008/unknown.png	0	12
CotA	202	Vezyma Thinkdrone	C	Creature	Mars	Martian * Scientist	0	3	~	Reap: You may archive a friendly creature or artifact from play.	Nothing helps me think like wanton destruction.	Gong Studios	https://www.facebook.com/photo.php?fbid=674896712870195&set=oa.505644606563646&type=3&theater	0	18
CotA	203	Yxili Maurauder	C	Creature	Mars	Martian * Soldier	0	2	~	Yxili Maurauder gets +1 power for each [Æ] on it. Play: Capture 1[Æ] for each ready Mars creature		Matt Zeilinger	https://www.facebook.com/photo.php?fbid=310146129557944&set=g.504551263339647&type=1&theater&ifg=1	0	18
CotA	204	Yxilo Bolter	C	Creature	Mars	Martian * Soldier	0	3	~	Fight/Reap: Deal 2[D] to a creature.  If this damage destroys that creature, purge it.		Timur Shevtsov	https://www.facebook.com/photo.php?fbid=310146129557944&set=g.504551263339647&type=1&theater&ifg=1	0	25
CotA	205	Yxilx Dominator	C	Creature	Mars	Robot	0	9	1	Taunt.  (This creature's neighbors cannot be attacked unless they have taunt.) Yxilx Dominator enters play stunned.	Core power online.  Stand by for domination/	Grigory Serov	https://pbs.twimg.com/media/Dk2EcJEUUAEb7lU.jpg	0	28
CotA	206	Zorg	U	Creature	Mars	Beast	0	7	~	Zorg enters play stunned. Before Fight: Stun the creature Zorg fights and each of that creature's neighbors.		BalanceSheet	https://cdn.discordapp.com/attachments/475148937754312719/479409360720625665/20180815_145816.jpg	0	14
CotA	207	Zyzzix the Many	C	Creature	Mars	Martian * Soldier	0	3	~	Fight/Reap: You may reveal a creature from your hand. If you do, archive it, and Zyzzix the Many gets 3 power tokens		Bogdan Tauciuc	https://www.facebook.com/photo.php?fbid=310146129557944&set=g.504551263339647&type=1&theater&ifg=1	0	30
CotA	208	Biomatrix Backup	C	Upgrade	Mars		1			This creature gains, "Destroyed: You may put this creature into its owner's archives."		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/479409289816047617/20180815_145832.jpg	0	29
CotA	209	Brain Stem Antenna	R	Upgrade	Mars		0			This creature gains, "After you play a Mars creature, ready this creature and for the remainder of the turn it belongs to house Mars."		Quentin de Warren	https://cdn.discordapp.com/attachments/475148937754312719/477113624599592979/image.jpg	0	0
CotA	210	Jammer Pack	U	Upgrade	Mars		1			This creature gains, "Your opponent's keys cost +2[Æ]."	"The humans make it.  It's called 'moo-zak.'"	Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/475701519770058752/IMG_20180805_103611.jpg	0	9
CotA	211	Red Planet Ray Gun	U	Upgrade	Mars		1			This creature gains, "Reap: Choose a creature. Deal 1[D] to that creature for each Mars creature in play."		Caravan Studio	https://cdn.discordapp.com/attachments/475148937754312719/479370339231465492/20180815_152238.jpg	0	9
CotA	212	Begone!	R	Action	Sanctum		0			Play: Choose one: destroy each Dis creature, or gain 1[Æ].		Quentin de Warren	https://www.facebook.com/photo.php?fbid=1651188214992367&set=oa.505644606563646&type=3&theater	0	10
CotA	213	Blinding Light	C	Action	Sanctum		0			Play: Choose a house.  Stun each creature of that house.		Hans Krill	https://drive.google.com/file/d/1eLDxk4bQn-wxNFLHh7jGl4LUmlzzG-Pl/view?usp=drivesdk	0	25
CotA	214	Charge!	R	Action	Sanctum		1			Play: For the remainder of the turn, each creature you play gains, "Play: Deal 2[D] to an enemy creature."		Oscar Romer	https://www.facebook.com/photo.php?fbid=1651188061659049&set=oa.505644606563646&type=3&theater	0	3
CotA	215	Cleansing Wave	C	Action	Sanctum		0			Play: Heal 1 damage from each creature.  Gain 1[Æ] for each creature healed this way.  (Damage is healed by removing that damage from the creature.  "Each Creature" includes your opponent's creatures.)		Gong Studios	https://www.facebook.com/photo.php?fbid=1651196678324854&set=oa.505644606563646&type=3&theater	0	33
